Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Crown Agencies,"$207,480.56",$449.64,Cancer Care Ontario,"Head, Medical Oncology",2001,bb6e44b945f4a3774da6a387e80d32c723e8abf9c7a4cc7f6db55271b02fd519
Crown Agencies,"$111,297.17",$289.77,Cancer Care Ontario,Radiation Oncologist,2001,f924e19e7c9c0d92ecc4789c0300c7d74a331515c19a497a35de524cbd8aa5fc
Crown Agencies,"$124,596.69",$328.53,Cancer Care Ontario,Clinical Assistant,2001,d2b97afcaa1a461aeea785a2ba21ecab4e4fefd46a3478fc521f1845bfcaeff4
Crown Agencies,"$196,421.86",$0.00,Cancer Care Ontario,Radiation Oncologist,2001,49c071cf50a7f397101bf2930f24efd2ea9eca60b9f5c0937e317973a6be70ff
Crown Agencies,"$215,713.05",$0.00,Cancer Care Ontario,Oncology Consultant,2001,0b0539c8f50f69f1e6ea2c6c03ee7b155e52b59691c77b0fc55c457d9d10c69d
Crown Agencies,"$133,687.59",$348.54,Cancer Care Ontario,Chief Physicist II,2001,fbb67f438028fc91b65a686d1f9cf5ff89a5cf89a21f0fc8a60146313b8d87ef
Crown Agencies,"$217,629.23",$445.18,Cancer Care Ontario,"Head, Radiation Oncology",2001,bd30c1edc7b21e65879cf913c684378fbb6883f6acad7caba0d4b5da0ca4f96f
Crown Agencies,"$106,158.48",$227.16,Cancer Care Ontario,Senior Scientist,2001,14989a6e30cb3a88c4fe7aee96e853a047413da4ccd6eedd959304be6f76a33b
Crown Agencies,"$199,989.10",$437.94,Cancer Care Ontario,Haematologist,2001,60c5fb255a40a93f25a93a92ff88696a79f3c7b9c6eb47d2806aad7c6680ec98
Crown Agencies,"$163,076.37",$409.28,Cancer Care Ontario,Radiation Oncologist,2001,b6fa55575924cf4a5c6621aabf008faa54f5a7410f7dd1354a7f76d1e9156181
Crown Agencies,"$149,074.63",$387.51,Cancer Care Ontario,Medical Oncologist,2001,4f0a2b298dff9342ed95b9d60a4bbb740ebb8b1dcc98e273d8feac29f093eecd
Crown Agencies,"$107,071.98",$286.90,Cancer Care Ontario,General Practitioner in Oncology,2001,02f9fb8262dab05a470c286b50e5d4d630f1f0f8fa8629810a905f14634275e6
Crown Agencies,"$325,733.94",$704.28,Cancer Care Ontario,CEO / Radiation Oncologist,2001,04386ec486e58baf369c0f56bada89228e72b0d6406b3db174e1cc81d81403db
Crown Agencies,"$133,374.90",$429.74,Cancer Care Ontario,Medical Oncologist,2001,a4b26f40bfe18dfc0f719aa2ef3f8885bf4bbe8e8511be206cefb95160656e6c
Crown Agencies,"$236,257.11",$352.06,Cancer Care Ontario,"Radiation Treatment, Program Leader",2001,461cba244ee08c2429e1d59ba9dc043da3060996eba8f8bdbadea578c41f8e6c
Crown Agencies,"$239,864.57",$445.18,Cancer Care Ontario,Medical Oncologist,2001,97c77ee4b3533cd409c3bbd750fbdb72921029ba5b5f3bb818c123c567498fcf
Crown Agencies,"$254,242.79",$494.98,Cancer Care Ontario,CEO / Medical Oncologist,2001,007a7bd7dee08273303debf072c209d417ec2e74f06537be5769782a2cde181f
Crown Agencies,"$204,952.78",$432.39,Cancer Care Ontario,Radiation Oncologist,2001,a15ca79c11eef6bcfacaa0d603fcbb8792cd33e59681f0e4e60f48bd5e641fee
Crown Agencies,"$158,178.58",$0.00,Cancer Care Ontario,"Senior VP, Planning & Administration",2001,dc3060bb1e162e5440686fc52e50bcd8b44d51c198648f912ba77dc34fe9a0e2
Crown Agencies,"$122,648.71",$315.32,Cancer Care Ontario,Medical Oncologist,2001,7aa8f1380f30d0fa5fab812a51f9c807d1d1a96b9e1ccf0a37187e48f2141acd
Crown Agencies,"$239,627.27",$449.55,Cancer Care Ontario,CEO / Medical Oncologist,2001,282fdf2393e7583afc1d17166147a01443baa74aea6d0290b5b53d0aa2e9958d
Crown Agencies,"$100,479.98",$263.06,Cancer Care Ontario,Medical Physicist,2001,107b9f610b56908b29114b169744cb1b1af809c886386bffe891d96515ac1628
Crown Agencies,"$117,188.08",$343.70,Cancer Care Ontario,Medical Oncologist,2001,8e8512617b486fcf6b85900ea6aac37f7010fb98a59679b2b65633038e64307f
Crown Agencies,"$214,386.96",$593.94,Cancer Care Ontario,Medical Oncologist,2001,e4eafbb8bd06093b78e0cbd4dbc9c8008182a6bf3ccd52f0411bbf6503abb3a2
Crown Agencies,"$102,669.79",$270.87,Cancer Care Ontario,Scientist,2001,790bb1d3d215af7c3ba385cdf77d37a8de69ca5cc4769c73e0042ff9c59148c1
Crown Agencies,"$196,421.86",$764.95,Cancer Care Ontario,Radiation Oncologist,2001,40607fd5ce6dc15a467def53f08efc7fc7b6fe9cec2427b6b879f6a735e45627
Crown Agencies,"$199,989.10",$437.94,Cancer Care Ontario,Medical Oncologist,2001,7f0d02cd6f802a5be41980e72f479e54b655d27df8b0c7f32ea5502937e12dd8
Crown Agencies,"$178,334.06",$402.15,Cancer Care Ontario,Radiation Oncologist,2001,2efe13bf5e4934121236c6329e991c600e9dc90cac0d73f0559df71b34f38609
Crown Agencies,"$103,811.65",$247.13,Cancer Care Ontario,Physicist,2001,585af9e332212a1aefe0ffa3108ad5a7058f735e681099a0846245c515e4856c
Crown Agencies,"$103,939.95",$0.00,Cancer Care Ontario,General Practitioner in Oncology,2001,5da93b258da3b5c899ac91829fb58d28709deaf07e46f076996cddc7f1dcccd1
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,459e18bf649eacb8525a789e5341498858aed9ceb079c424e44a50db870baf94
Crown Agencies,"$119,347.87",$422.79,Cancer Care Ontario,"Head, Gynaecological Oncology",2001,e9d277b9f8cee698861d16bf13154a1331d0af0e7b32df027fa61f4c4225c00d
Crown Agencies,"$133,867.35",$359.21,Cancer Care Ontario,Senior Consultant,2001,020076a8facedfb4701ee071f1d2e7024b6176bd0a4b715ee4614834ecb37423
Crown Agencies,"$107,071.98",$286.90,Cancer Care Ontario,General Practitioner in Oncology,2001,f86830e227eb58d3afc500bc58df2114f3604902c901e24ca8a76c92fcc9856f
Crown Agencies,"$211,120.58",$432.38,Cancer Care Ontario,Medical Oncologist,2001,2a0b51dc0c0d6d83dbd6682ca00d8765db8d3fde77f31b529d7202bd974c3284
Crown Agencies,"$188,483.58",$432.38,Cancer Care Ontario,Radiation Oncologist,2001,1243300631e081ffe0ece8ac393cf9d720ae06831330e0d33fcb2262e8ac03e9
Crown Agencies,"$212,789.23",$418.32,Cancer Care Ontario,"Head, Medical Oncology",2001,f57d82003332fd5ef6d199b696b220aec728745dae65ebeed88bed4e19ea7f0f
Crown Agencies,"$113,968.99",$299.54,Cancer Care Ontario,Senior Medical Physicist,2001,c64bf7c214c2cf6019ba9fbf4a3e8bd5b621ad64c0c90fff742483fd890d6109
Crown Agencies,"$196,421.86",$419.74,Cancer Care Ontario,Radiation Oncologist,2001,af38990004af0dcd535b6b059068be944fd0d9252cbbf7882e4b1b0f9a24970f
Crown Agencies,"$218,691.86",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,41e0880f3af96dd4a175f15bc5abc57243ea064a504f0985ad3cb18e2bf4d3b4
Crown Agencies,"$196,421.86",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,35ffdcd0aa1c72fcd28c269bc665fecec906ca9031347b39ed49d0d6b425bae1
Crown Agencies,"$203,948.84",$209.60,Cancer Care Ontario,Radiation Oncologist,2001,e1c907d32aed445559b06b43286ae3156ebb0ac56387b5654a53fb994c043f5e
Crown Agencies,"$201,293.04",$432.38,Cancer Care Ontario,Medical Oncologist,2001,c812c93118965896da41b0c3b89de408ee53f0da834b265f2cf7996e9cfe3c38
Crown Agencies,"$291,465.67",$431.42,Cancer Care Ontario,CEO / Medical Oncologist,2001,0c30cc5d9df417acb9704c98832d9a90d84495df1e1f8c8724c5780c7dafe8e4
Crown Agencies,"$205,036.09",$297.24,Cancer Care Ontario,CEO / Medical Oncologist,2001,63576f7a0b3fba94999b83bf751d597973a5f0cd1e50f7f0753314e1da1f1a5d
Crown Agencies,"$214,214.46",$435.78,Cancer Care Ontario,CEO / Radiation Oncologist,2001,acba49b5ca022c52fe11bd375f98f3ed89364933dd4ac699c7711b8aca29d06f
Crown Agencies,"$196,407.31",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,cda7820f661b1b648d221a2f1e982f1a1fa6c2cd5a41645ba63d06e882195789
Crown Agencies,"$129,410.81",$236.66,Cancer Care Ontario,Chief Physicist,2001,f5222c1ef5ccee765826d040a491b70386133b3cee9bfda686e3639c9b880488
Crown Agencies,"$160,185.96",$331.60,Cancer Care Ontario,Radiation Oncologist,2001,d48588acf7f37cc93bb04fc2d33e70831508ce14e97fdfe300889a4d3700fdb7
Crown Agencies,"$188,483.57",$432.38,Cancer Care Ontario,Radiation Oncologist,2001,c2ba0cb64b84967e79f9909e0510857985cbd90689b13cd3a34c643c15025e1a
Crown Agencies,"$117,278.96",$323.70,Cancer Care Ontario,Medical Oncologist,2001,70d842119bc01298fcfc00f1e45aad7643311bc9f82d592c49146cc42cede138
Crown Agencies,"$112,063.83",$299.96,Cancer Care Ontario,Medical Oncologist,2001,f0be3b16d2fb443f50e9a5d7d279451e389c83c614c7e4782f5e2781c62614d4
Crown Agencies,"$169,751.91",$432.38,Cancer Care Ontario,Radiation Oncologist,2001,ac0a6a0676c055139285024553ff4a6487240b61b85e142cc703e02111902c1d
Crown Agencies,"$149,669.07",$353.94,Cancer Care Ontario,Radiation Oncologist,2001,7180ae612f531d2ce352d0442ad147e15c4335638b19a655254f19777e088d66
Crown Agencies,"$298,482.41",$425.29,Cancer Care Ontario,"Executive VP, Clinical Programs",2001,1260c8252b972d223df88a3952d1e3ad6d2930f703586cda169ffad54a80caf4
Crown Agencies,"$110,120.46",$163.28,Cancer Care Ontario,Radiation Oncologist,2001,b8e196477b9168740e332fe634da6b7cb4db540466f00a2a6f355ab2e046bafa
Crown Agencies,"$115,611.61",$278.40,Cancer Care Ontario,Physicist,2001,94ccc49224bf50c73921187ef3078ce562b825b0a0c8e2b402cf707bd66b6235
Crown Agencies,"$132,689.28",$300.28,Cancer Care Ontario,"Director, Capital Planning",2001,a7bbaf131de20a7b6c8f2ca77446a7addb100e74c18326e3480e892bbd906090
Crown Agencies,"$199,989.10",$437.94,Cancer Care Ontario,Medical Oncologist,2001,cbe0ff06bfe803ba7c5d980e6d184327ecd24667f69bb9f82836b856a455b6fc
Crown Agencies,"$207,094.58",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,9a7a8de8ee8fe36d1f88efa0e6d4a62789a7c124081cd03a5aa78f4cf93a0820
Crown Agencies,"$160,345.86",$336.70,Cancer Care Ontario,Radiation Oncologist,2001,4758cd7c271a29ab05176232eb80fd9d687e27d7bb93ec7f1d06d57f817cfd1b
Crown Agencies,"$125,998.00",$328.08,Cancer Care Ontario,"Director, Prevention Unit",2001,43c12e5accc87f49e8644132c169ae883b93fee4a76413ecfd960aceba177152
Crown Agencies,"$113,697.63",$265.90,Cancer Care Ontario,Radiation Oncologist,2001,2e08e335965fa5ae53611c3d14672cb1304dd78e983bf501346b765bc9c4c280
Crown Agencies,"$113,697.63",$265.90,Cancer Care Ontario,Radiation Oncologist,2001,2e08e335965fa5ae53611c3d14672cb1304dd78e983bf501346b765bc9c4c280
Crown Agencies,"$122,069.09",$322.34,Cancer Care Ontario,Chief Medical Physicist,2001,e0fe175b29769d166321a12cedae75b24a8aae3873a4d7e2e0b1d8168118d290
Crown Agencies,"$122,069.09",$322.34,Cancer Care Ontario,Chief Medical Physicist,2001,e0fe175b29769d166321a12cedae75b24a8aae3873a4d7e2e0b1d8168118d290
Crown Agencies,"$280,391.58",$685.32,Cancer Care Ontario,"Systemic Treatment, Program Leader",2001,88e47fdd7bc8a68e7cac9b63808a3ce9df8512b271999624254b17d53a2b0a43
Crown Agencies,"$280,391.58",$685.32,Cancer Care Ontario,"Systemic Treatment, Program Leader",2001,88e47fdd7bc8a68e7cac9b63808a3ce9df8512b271999624254b17d53a2b0a43
Crown Agencies,"$211,120.59",$432.38,Cancer Care Ontario,Medical Oncologist,2001,c92a93df1cc80a794c6e27369f134a0b3d1b3a1814d9e17312756660da624a7d
Crown Agencies,"$211,120.59",$432.38,Cancer Care Ontario,Medical Oncologist,2001,c92a93df1cc80a794c6e27369f134a0b3d1b3a1814d9e17312756660da624a7d
Crown Agencies,"$202,094.58",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,33ab58eda54f62e331f844bdc0e64fd98615fb52d1e81ac8baa80d201e84396c
Crown Agencies,"$202,094.58",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,33ab58eda54f62e331f844bdc0e64fd98615fb52d1e81ac8baa80d201e84396c
Crown Agencies,"$164,777.33",$353.94,Cancer Care Ontario,Medical Oncologist,2001,55edb2b777b091fe8b94bf3a7c59275b93affcbb28395e4a8bd31afcba05562a
Crown Agencies,"$164,777.33",$353.94,Cancer Care Ontario,Medical Oncologist,2001,55edb2b777b091fe8b94bf3a7c59275b93affcbb28395e4a8bd31afcba05562a
Crown Agencies,"$208,861.48",$452.28,Cancer Care Ontario,Radiation Oncologist,2001,529de0b3c5a02d39185ebfd874d4ae3b27f7ad6f31efc45ab3a375161ec2b85f
Crown Agencies,"$208,861.48",$452.28,Cancer Care Ontario,Radiation Oncologist,2001,529de0b3c5a02d39185ebfd874d4ae3b27f7ad6f31efc45ab3a375161ec2b85f
Crown Agencies,"$211,120.58",$432.38,Cancer Care Ontario,Medical Oncologist,2001,80c51cc68db119a4640362e93e620bab1c93e0e87d2a716f28f14eca0534624b
Crown Agencies,"$211,120.58",$432.38,Cancer Care Ontario,Medical Oncologist,2001,80c51cc68db119a4640362e93e620bab1c93e0e87d2a716f28f14eca0534624b
Crown Agencies,"$185,188.57",$367.22,Cancer Care Ontario,Medical Oncologist,2001,f4aa85f251d20051065a58bf51d55ecb323a1bf64c12f391003996144c7af431
Crown Agencies,"$185,188.57",$367.22,Cancer Care Ontario,Medical Oncologist,2001,f4aa85f251d20051065a58bf51d55ecb323a1bf64c12f391003996144c7af431
Crown Agencies,"$204,730.51",$432.39,Cancer Care Ontario,Medical Oncologist,2001,135116e4660d7cb4250fc3d3137420e9377ae95ecaa93599e7d65db1b3658d75
Crown Agencies,"$204,730.51",$432.39,Cancer Care Ontario,Medical Oncologist,2001,135116e4660d7cb4250fc3d3137420e9377ae95ecaa93599e7d65db1b3658d75
Crown Agencies,"$188,483.56",$432.38,Cancer Care Ontario,Radiation Oncologist,2001,d56d1ff8a71588323bd6255a130e86f42709397c21261ddd9d6093ebf65efaeb
Crown Agencies,"$188,483.56",$432.38,Cancer Care Ontario,Radiation Oncologist,2001,d56d1ff8a71588323bd6255a130e86f42709397c21261ddd9d6093ebf65efaeb
Crown Agencies,"$147,991.18",$0.00,Cancer Care Ontario,General Practitioner in Oncology,2001,57d0b32577b4b9759a01d37a667ca6561caa22ee2848b9978f1fcf795cef19d5
Crown Agencies,"$147,991.18",$0.00,Cancer Care Ontario,General Practitioner in Oncology,2001,57d0b32577b4b9759a01d37a667ca6561caa22ee2848b9978f1fcf795cef19d5
Crown Agencies,"$316,193.74",$431.42,Cancer Care Ontario,"Head, Radiation Oncology",2001,9d686a25898b8a706196bbef1c4d90c930a352be4b0c3e8a80ee838438aa4389
Crown Agencies,"$316,193.74",$431.42,Cancer Care Ontario,"Head, Radiation Oncology",2001,9d686a25898b8a706196bbef1c4d90c930a352be4b0c3e8a80ee838438aa4389
Crown Agencies,"$177,124.14",$330.05,Cancer Care Ontario,Clinical Assistant,2001,4f1f784202dfe4154b0757c2701389d08e06bab77609eb2c96289347dd1f3a60
Crown Agencies,"$177,124.14",$330.05,Cancer Care Ontario,Clinical Assistant,2001,4f1f784202dfe4154b0757c2701389d08e06bab77609eb2c96289347dd1f3a60
Crown Agencies,"$202,093.80",$428.96,Cancer Care Ontario,Radiation Oncologist,2001,f8665704bdfc7dc16170fc5f9c503257b157d18b2a32464499b2cd471abc6193
Crown Agencies,"$202,093.80",$428.96,Cancer Care Ontario,Radiation Oncologist,2001,f8665704bdfc7dc16170fc5f9c503257b157d18b2a32464499b2cd471abc6193
Crown Agencies,"$194,540.36",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,db6c1810bee99901abe5f761df59212667ca83a32062c1a410caf739405c756f
Crown Agencies,"$194,540.36",$429.74,Cancer Care Ontario,Radiation Oncologist,2001,db6c1810bee99901abe5f761df59212667ca83a32062c1a410caf739405c756f
Crown Agencies,"$220,863.75",$672.38,Cancer Care Ontario,Medical Oncologist,2001,db4c84965a505373ca404af8498bf06f6d9116bd4fc0ef734281d878502f4bb3
Crown Agencies,"$220,863.75",$672.38,Cancer Care Ontario,Medical Oncologist,2001,db4c84965a505373ca404af8498bf06f6d9116bd4fc0ef734281d878502f4bb3
Crown Agencies,"$220,952.32",$453.66,Cancer Care Ontario,Medical Oncologist,2001,9f44d4b27efe1d26b9574353ebcc24454b64d94b55b89d17c248ab6a099e2335
Crown Agencies,"$220,952.32",$453.66,Cancer Care Ontario,Medical Oncologist,2001,9f44d4b27efe1d26b9574353ebcc24454b64d94b55b89d17c248ab6a099e2335
Crown Agencies,"$104,335.55",$255.47,Cancer Care Ontario,"Dir. of Operations, Developing Centres",2001,def0e8efae637018cf47d3628129fa51d4386dc229c691dc7a8966e6b9b3a66c
Crown Agencies,"$104,335.55",$255.47,Cancer Care Ontario,"Dir. of Operations, Developing Centres",2001,def0e8efae637018cf47d3628129fa51d4386dc229c691dc7a8966e6b9b3a66c
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,b0e4350885ea4c3b0fcdd276cd01e919f13681356a9219abbe15e706af6b3115
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,b0e4350885ea4c3b0fcdd276cd01e919f13681356a9219abbe15e706af6b3115
Crown Agencies,"$200,015.24",$0.00,Cancer Care Ontario,Senior Consultant,2001,35ec1e3cc8cb2ff1613f0554485d6ff904a893aa720fd4b258fb64e5b7287b19
Crown Agencies,"$200,015.24",$0.00,Cancer Care Ontario,Senior Consultant,2001,35ec1e3cc8cb2ff1613f0554485d6ff904a893aa720fd4b258fb64e5b7287b19
Crown Agencies,"$130,824.81",$349.96,Cancer Care Ontario,"Director, Surveillance Unit",2001,38c105ec61524e2b629a61a56e91daa582d9e3a47654e78412d7b1756241658f
Crown Agencies,"$130,824.81",$349.96,Cancer Care Ontario,"Director, Surveillance Unit",2001,38c105ec61524e2b629a61a56e91daa582d9e3a47654e78412d7b1756241658f
Crown Agencies,"$206,984.72",$405.14,Cancer Care Ontario,"Medical Oncologist / Medical Coord., Edu.",2001,beb3650a9edd749ef9c8d20ec4ebc3399562842c50808ae796965cc3658ea14a
Crown Agencies,"$206,984.72",$405.14,Cancer Care Ontario,"Medical Oncologist / Medical Coord., Edu.",2001,beb3650a9edd749ef9c8d20ec4ebc3399562842c50808ae796965cc3658ea14a
Crown Agencies,"$202,294.86",$0.00,Cancer Care Ontario,Medical Oncologist,2001,1a1e69706b29455b7be5ff517a84f3c3263b4f27d33d3a4d60255c3e6033bbb0
Crown Agencies,"$202,294.86",$0.00,Cancer Care Ontario,Medical Oncologist,2001,1a1e69706b29455b7be5ff517a84f3c3263b4f27d33d3a4d60255c3e6033bbb0
Crown Agencies,"$200,294.86",$415.37,Cancer Care Ontario,Medical Oncologist,2001,4e62bf62ce79d28eb5d923a822df85a90a79a28a0b1dc344599b067dff3c9d92
Crown Agencies,"$200,294.86",$415.37,Cancer Care Ontario,Medical Oncologist,2001,4e62bf62ce79d28eb5d923a822df85a90a79a28a0b1dc344599b067dff3c9d92
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,dafda699bf3400bf834fa445653aee73683d3a0b8edcffae90218feae24d0ffc
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,dafda699bf3400bf834fa445653aee73683d3a0b8edcffae90218feae24d0ffc
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,653d8ea8222d4d090c8f2ee9cdc73a6a408f7478ef986fbcd864cc1880b6af40
Crown Agencies,"$208,878.10",$437.94,Cancer Care Ontario,Radiation Oncologist,2001,653d8ea8222d4d090c8f2ee9cdc73a6a408f7478ef986fbcd864cc1880b6af40
Crown Agencies,"$146,139.64",$366.22,Cancer Care Ontario,Medical Oncologist,2001,cba8ed6b6aa6fd70293a693f557c0a77572327dbcb32de54bc2a395d78a162da
Crown Agencies,"$146,139.64",$366.22,Cancer Care Ontario,Medical Oncologist,2001,cba8ed6b6aa6fd70293a693f557c0a77572327dbcb32de54bc2a395d78a162da
Crown Agencies,"$103,905.66",$247.95,Cancer Care Ontario,Medical Physicist,2001,8313b4b6cb8e797005b4a2a78fb108bb7752a143428f6fbbb9a1bcbd7f6e9f8c
Crown Agencies,"$103,905.66",$247.95,Cancer Care Ontario,Medical Physicist,2001,8313b4b6cb8e797005b4a2a78fb108bb7752a143428f6fbbb9a1bcbd7f6e9f8c
Crown Agencies,"$307,924.17",$678.38,Cancer Care Ontario,Radiation Oncologist,2001,cc21fe627b1731f020dd9d81f12d26cac03bb668974fd8bde6748192b66e032f
Crown Agencies,"$307,924.17",$678.38,Cancer Care Ontario,Radiation Oncologist,2001,cc21fe627b1731f020dd9d81f12d26cac03bb668974fd8bde6748192b66e032f
Crown Agencies,"$169,781.53",$398.64,Cancer Care Ontario,Radiation Oncologist,2001,07509e62da1641f6cc6cc8397f13c61214ffae11f2452cd9c7c5127d7b2a1584
Crown Agencies,"$169,781.53",$398.64,Cancer Care Ontario,Radiation Oncologist,2001,07509e62da1641f6cc6cc8397f13c61214ffae11f2452cd9c7c5127d7b2a1584
Crown Agencies,"$107,348.17",$265.18,Cancer Care Ontario,Medical Physicist,2001,c42b55f7bc7b9d370bcc7c00417d68d56934ae24dba0eb6455005928588abca7
Crown Agencies,"$107,348.17",$265.18,Cancer Care Ontario,Medical Physicist,2001,c42b55f7bc7b9d370bcc7c00417d68d56934ae24dba0eb6455005928588abca7
Crown Agencies,"$213,112.13",$432.77,Cancer Care Ontario,Senior VP / Chief Financial Officer,2001,cbeeafee6129f6b2f202d6ed117ae075c6529a69572f5733b2b0d23540ebb598
Crown Agencies,"$213,112.13",$432.77,Cancer Care Ontario,Senior VP / Chief Financial Officer,2001,cbeeafee6129f6b2f202d6ed117ae075c6529a69572f5733b2b0d23540ebb598
Crown Agencies,"$142,025.95",$326.54,Cancer Care Ontario,General Practitioner in Oncology,2001,8e3e890d02a083de76ac7049bfda8ddc01a14e06dbba4bc0b4c346372748766e
Crown Agencies,"$121,320.08",$343.70,Cancer Care Ontario,Medical Oncologist,2001,9d05e9d52d73d42386623a8ae69368b8a591fcf02d8d5208f77c7474ce076a2c
Crown Agencies,"$177,639.44",$437.94,Cancer Care Ontario,Medical Oncologist,2001,8c0d396185d85c818fd992f1f0a204ed01385da2068cfabf8dc18709d6b0021d
Crown Agencies,"$142,025.95",$326.54,Cancer Care Ontario,General Practitioner in Oncology,2001,8e3e890d02a083de76ac7049bfda8ddc01a14e06dbba4bc0b4c346372748766e
Crown Agencies,"$121,320.08",$343.70,Cancer Care Ontario,Medical Oncologist,2001,9d05e9d52d73d42386623a8ae69368b8a591fcf02d8d5208f77c7474ce076a2c
Crown Agencies,"$177,639.44",$437.94,Cancer Care Ontario,Medical Oncologist,2001,8c0d396185d85c818fd992f1f0a204ed01385da2068cfabf8dc18709d6b0021d
Crown Agencies,"$203,852.66",$428.96,Cancer Care Ontario,Medical Oncologist,2001,8b6ad080f0207957c99d25f0f86ce74523d09f6b38815d151718afe342f7e414
Crown Agencies,"$203,852.66",$428.96,Cancer Care Ontario,Medical Oncologist,2001,8b6ad080f0207957c99d25f0f86ce74523d09f6b38815d151718afe342f7e414
Crown Agencies,"$118,193.34",$246.97,Cancer Care Ontario,"Director, Cancer Research",2001,2d55290810f4e573265d7fb1413c763c60aa9ddea165c6e7b3c2fdad85ace25a
Crown Agencies,"$118,193.34",$246.97,Cancer Care Ontario,"Director, Cancer Research",2001,2d55290810f4e573265d7fb1413c763c60aa9ddea165c6e7b3c2fdad85ace25a
Crown Agencies,"$116,840.68",$290.85,Cancer Care Ontario,"Head, Rsrch Unit / Senior Epidemiologist",2001,03d1cbaa9d47af7520dbfa5cb482f19e01595e412d349406425a9e5e966431aa
