Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Universities,"$104,486.11",$138.00,University of Western Ontario,Professor,2001,541082169b6c6293af5f6b795a063096cd2c5ec692603b708f11150f8235ac07
Universities,"$105,526.36",$138.00,University of Western Ontario,Associate Professor,2001,fed1a3e7f0dbd05f91b1fb9431adcb4a8152a3c724d27b3dd5e71eb9c0b33292
Universities,"$178,500.00",$138.00,University of Western Ontario,Provost & Vice-President (Acad),2001,0a59a8614f8061545e108e24d007eb0b32cb37a7b20525e4e8c0cd522082e54c
Universities,"$125,149.96",$138.00,University of Western Ontario,Assoc Dean / Professor,2001,f9f32671227888749810769bc586a793b46ceeed3f42572cde3775ab83d37eb1
Universities,"$173,499.96",$127.08,University of Western Ontario,Professor,2001,5d7388d2a74dfe9006d1cd31c258e00c4674706cddad182d708267f977ca8314
Universities,"$109,019.24",$138.00,University of Western Ontario,Professor,2001,9b699181437c467f8abe2e4e5cdf77f9e3ec6c2999a57fdbe76af529b9b16416
Universities,"$149,282.97",$138.00,University of Western Ontario,Dean / Professor,2001,68824171c5b37cb3f4835d812aacf9c63baab6b11258ee68afb4d93b08613850
Universities,"$105,716.18","$1,488.00",University of Western Ontario,Assistant Professor,2001,ee7b902ba7c7eac0107e178220196e85ba06ba26dbedee57776686da345bb333
Universities,"$103,807.14",$138.00,University of Western Ontario,Professor,2001,ff85bef1b4042511c33d47a84b8246a9a264d9b65ac3feeee42847d49c478140
Universities,"$110,684.71",$138.00,University of Western Ontario,Assistant Professor,2001,356027cc6d62f2527bec0279e51e83956cb540697a841ccd3fd2e6f43a1a01c8
Universities,"$117,499.92",$138.00,University of Western Ontario,Assistant Prof/Clinical MD,2001,c1a459c967c2cd00b8ed418833e30f2acbd27db1f6f39f3228d03498d28e90cc
Universities,"$109,771.36",$138.00,University of Western Ontario,Professor,2001,517666fb1ebf4d757aeff49aab9a2059532407747ab9e57fb1fa42f3e3d9d83d
Universities,"$103,449.00",$138.00,University of Western Ontario,Assoc. V.P. (Human Resources),2001,774cfe1372df22b508d36dc44e7834bebb9394bad5e7ec74c8239e0abb1bffa3
Universities,"$111,769.99",$138.00,University of Western Ontario,Dean / Associate Professor,2001,91370b6a381195e49b2ad8a947df824021dd38b882494e9d40e168932e601e4b
Universities,"$101,324.54",$138.00,University of Western Ontario,Assistant Professor,2001,fb3d981aa398e3e9bec2cf474d4f62fe082f85dce88c9c05ab8fd697dfcc2327
Universities,"$101,585.69",$138.00,University of Western Ontario,Professor,2001,abbce357480dd7db849346d736a318b494ca54666130ddaaf7a85d1af9d5653f
Universities,"$105,365.01",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,a5cb58a1a82799fefa0ecb385b104dd7a54652f05517884d9582ee303e8b3ee9
Universities,"$119,889.29",$138.00,University of Western Ontario,Professor,2001,d82188a6cf739a6529bcf8812f9bad083c56bd044a4d799c450a54691481e27b
Universities,"$127,430.53",$138.00,University of Western Ontario,Dean / Professor,2001,691d7cfd2035bdb128a6cef081220e13a2571c544e3cd108e94d00c1d9205454
Universities,"$109,462.80",$138.00,University of Western Ontario,Assoc. Dean / Associate Professor,2001,206133c27da9267a7010c93ccddf5af823f8202534689f0ae86663148ba6c3a1
Universities,"$102,807.48",$138.00,University of Western Ontario,Professor,2001,81e034f77dde6dfafd4554ee0dedca4c1008752d59b789a835a6ea354dfecdf5
Universities,"$114,617.03",$59.60,University of Western Ontario,Associate Professor / MD,2001,c5cbd120f7cd219e1d8ab9c85d69d74d8e34b79695115f01aa0b2f007d34096f
Universities,"$134,641.29",$59.60,University of Western Ontario,Associate Professor / MD,2001,cb541652c6295700b34a3976a0648db8cec7a7f340266fd5d1f12ab7b99f517b
Universities,"$131,151.35",$138.00,University of Western Ontario,Professor,2001,e11e787c0243b097fdc41dc03c796d2fbd01cf71032260cd607d16a1a3e2d7b0
Universities,"$122,693.08",$138.00,University of Western Ontario,Professor,2001,737a170e6e249bac6238477f6cbf2ca7d4a0b4dd2abd2280085ee9deb7ba4775
Universities,"$106,031.76",$138.00,University of Western Ontario,Associate Professor,2001,04ec80231743067b130e26d4e9f7a924a41c68abd89b98d181fd7ded437afa88
Universities,"$110,550.72",$59.60,University of Western Ontario,Professor / MD,2001,b120593aaa64daf747789f237a78cdfaca05c181d75f302ef9186b1cc52af6aa
Universities,"$125,010.00",$138.00,University of Western Ontario,Assoc. V.P. (Physical Plant),2001,079af11ec659a1edc888be11157bec88d24ecfb6c2ac0824288ba2528c31c4fd
Universities,"$101,777.39",$138.00,University of Western Ontario,Professor,2001,d3269441ee01b83718c14be3629d17739e8f00c36885d914961eaa4c1c6582e4
Universities,"$102,274.66",$138.00,University of Western Ontario,Associate Professor,2001,ec299b802a0deae5303bc93182599c9ea364817a0443e7b2ccd6440244e63a0d
Universities,"$117,905.57",$138.00,University of Western Ontario,Professor,2001,106f959228192103b212167a53e38987a990c95fc066772fef3f952cacdc0b06
Universities,"$155,515.55",$138.00,University of Western Ontario,Professor,2001,6273057f7ab1aa789eda8125417cdc480d2a71423406261d0eed7aab7c24ace3
Universities,"$107,685.30",$138.00,University of Western Ontario,Professor,2001,5f8484e506c0b46064fabfc9e935ca1058c246768404cc4e11f9161327353bbc
Universities,"$100,016.25",$138.00,University of Western Ontario,Professor,2001,8004082951f3f5107158cd6b95fb9ac6dd588f7dba94119f34e80039a9c4fa85
Universities,"$112,687.63",$138.00,University of Western Ontario,Acting Dean / Professor,2001,400860063d3827d31c30a929ba402e9c38dfa0d0e9d6721e90afe1c376c745fa
Universities,"$109,730.90",$138.00,University of Western Ontario,Professor,2001,11ed4e250a4e9a64c32ed6cf4b9ed289b12cc48d09aee54d2f2b4783829a5375
Universities,"$100,149.38",$138.00,University of Western Ontario,Assistant Professor,2001,8611384d2ad99281bd6fc43e18c7652d82cb437a89e11bb6db83509ee4a7108b
Universities,"$101,009.94",$138.00,University of Western Ontario,Assistant Professor,2001,3c6e554ef871cd4a5cc2d7518f4a83fffda1703585b70cfde84cab766e075e34
Universities,"$100,802.58",$138.00,University of Western Ontario,Professor,2001,85010388c4a6fb42ac520365c05ef0ef95517131ca01fba528a285b8eb72c7a8
Universities,"$100,601.91",$138.00,University of Western Ontario,Professor,2001,0e59acd5baaa57bf8bf5160f6095cfcdc0694cf205e2e5df13818fbd5239fa15
Universities,"$119,488.09",$138.00,University of Western Ontario,Sr Physician,2001,409363336130798f893d99f0ad535b6f1d0e83d3f02c12c6cb0ac35734b78098
Universities,"$108,376.80",$138.00,University of Western Ontario,Professor,2001,754d182793884d8942d30de74a2795ab1d01c767e84b75e4380426d2eea01840
Universities,"$100,065.03",$138.00,University of Western Ontario,Associate Professor,2001,b52b97ae0671eaabc240430229c85770edda7be411f022121986b58fbbf31788
Universities,"$109,350.00",$59.60,University of Western Ontario,Assoc. Dean / Professor / MD,2001,86bf1d92e215666ab0ca98a0e49c9135c407027dcd6cdb020e3f4cced3caf543
Universities,"$100,500.00",$138.00,University of Western Ontario,Professor,2001,ad09110747dd493ac9c4a358574eb65fd8ce8556e559f7adf8150378b10cbde5
Universities,"$167,677.12",$138.00,University of Western Ontario,Professor,2001,a9765c008ff4925aeb1ec40f35a6e22ff2840422e80f9f42809c898af9629d41
Universities,"$102,250.26",$138.00,University of Western Ontario,Professor,2001,d2572a0f8baf3fc0392e8f4f12278b851a3bc6be09a78f60b0cfbbb76d75456c
Universities,"$112,800.18",$138.00,University of Western Ontario,Professor,2001,eda0cf413484b0eab9806341d5d32251d3401842e9b3f25b6d95a865c73e8439
Universities,"$100,369.03",$138.00,University of Western Ontario,Associate Professor,2001,f40123e4416b0e2de5420aa1cd9a8f0a10c6fd2a590417580a70b2749b485bbe
Universities,"$111,723.54",$138.00,University of Western Ontario,Professor,2001,543dd4b6fdc05c3db0d984b11d946bad489da1fb40e2cde4b025c7a8d199f925
Universities,"$107,178.14",$138.00,University of Western Ontario,Professor,2001,0a8dc8815a5561934132cbbd299e76130206c0723a4623cf14479a06c48087ca
Universities,"$111,909.78",$138.00,University of Western Ontario,Associate Professor,2001,599d4f45cb88eb169e6e00bbfbb8c513050521dff56bb29507bef3a7577a845d
Universities,"$131,617.09",$59.60,University of Western Ontario,Professor / MD,2001,0a5a533f4a6984dee94e3934ca3ece37970ed5d6476a2702b947adbdda0204b3
Universities,"$103,387.53",$138.00,University of Western Ontario,Professor,2001,c199966791200e6f4ff4e60cf8c8f63377c394cf5f8aa71d499d4bd1f181124c
Universities,"$104,208.20",$59.60,University of Western Ontario,Assistant Professor / MD,2001,c566f8ca60e484b53e1acf6672c3dd037f1b1e6ece48edab346ee4e7a089f0d2
Universities,"$105,785.31",$138.00,University of Western Ontario,Research Scientist,2001,f53d9d9a4932a26d670c384c0002fc37dd4f55435d1f10dfbd5c29f25df0f19d
Universities,"$167,880.00",$138.00,University of Western Ontario,Dean,2001,684943a948557fb7a19f01a6ad7957fc1b25afde9eca0931a48a21039dc93f52
Universities,"$122,269.71",$138.00,University of Western Ontario,Professor,2001,50e2cfa30a3d191e63823604846828bb227bfac9ae76adb3cd46ec8e0dcb45c2
Universities,"$107,059.11",$138.00,University of Western Ontario,Professor,2001,a0290df12c8c44cd1af50d8fc263966dd544eafb43b457bd56e95ab96a65b4ae
Universities,"$109,590.48",$138.00,University of Western Ontario,Assoc. Dean / Professor,2001,b28af19330ed2abaa82ec05e5fa0f95269652d448307d3a56591ff586f3ed214
Universities,"$107,805.00",$138.00,University of Western Ontario,Sec of Senate / Bd. of Gov.,2001,c6249ca47ee0d62833779713c9de0f2b2214f6fa521fb71c197e0b36b905cc68
Universities,"$102,313.82",$138.00,University of Western Ontario,Professor,2001,b1c09e889a379712ca754a5b16e8fa17c197b27354189b1d8ed816d3609c3b97
Universities,"$105,612.61",$138.00,University of Western Ontario,Associate Professor,2001,be387d18151babeb05bd066a3410f6347346ae0876542be0ecc47ff23416481d
Universities,"$106,094.53",$138.00,University of Western Ontario,Associate Professor,2001,f907b4a4f1b46bba06a400b934f4ed9f38cc29c1b2314d80d9c60dadd662f6d4
Universities,"$127,337.68",$138.00,University of Western Ontario,Professor,2001,a9ebb64fd593a1bb84ec19e33dd0a406a5822faef8f583bb850e657a48da61c6
Universities,"$106,748.53",$138.00,University of Western Ontario,Professor,2001,a7381c5983d6728b6a84a8164b780f6ac714fef69d45b52264d3c6e801055783
Universities,"$126,553.99",$138.00,University of Western Ontario,Dean / Professor,2001,144fac3e6331881e8b5a0f365aa1b09e85e0bd8c4ee483ab5f520bc5c9c723d7
Universities,"$102,349.95",$138.00,University of Western Ontario,Associate Professor,2001,e952835401fc90d4d157d0f53242d94d06b29a8104ef0535bad9d3ba6d23d141
Universities,"$127,020.57",$138.00,University of Western Ontario,Professor,2001,2fb323f7bd683634a238bc25c693fc5046fef0b339bd373be360b075d19b718b
Universities,"$114,690.96",$59.60,University of Western Ontario,Assistant Professor / MD,2001,b0755a8ffb30fdb524ab0ce8b1ec593e39b9fac46919a7a5e0468016b108ad21
Universities,"$107,772.44",$138.00,University of Western Ontario,Professor,2001,713069eed5ecfee83d595bad84a37ad21c1361a2b7dd74c3b1aad36fbfaa220e
Universities,"$102,382.62",$138.00,University of Western Ontario,Professor,2001,58c0e20a6717738affef7c1d068f4584f97fc01a3a54ce600d88a937b961b2d8
Universities,"$100,834.76",$138.00,University of Western Ontario,Associate Professor,2001,262a750d405c06ecfa2059e4c0171680a6a84c3fddb9269930581771222b8863
Universities,"$100,281.96",$59.60,University of Western Ontario,Professor / MD,2001,db40b34f5486a3430f42da4ee647ce8817c5bf78e6036904e4cea37ae496e18b
Universities,"$111,328.26",$138.00,University of Western Ontario,Professor,2001,c0d4437d980602c1c6944fc29084fbd64491959585e5a2ab81578eada9500283
Universities,"$110,619.95",$59.60,University of Western Ontario,Professor / MD,2001,862bc48f528198a5a2b712bbd8f901997fb8157fee1bdefc00b428b2025ff980
Universities,"$109,506.96",$138.00,University of Western Ontario,Professor,2001,99b9fdf80cce4e4defddffbecbe24f608c6cce450fcf5d834f62567c6247f08e
Universities,"$127,500.06","$8,649.83",University of Western Ontario,Executive Director - Advancement,2001,6d20830af3c2f361844a8d64785ef39ab87d636b93f7c3a73e2ba4f6d0831806
Universities,"$104,081.10",$138.00,University of Western Ontario,Professor,2001,943ded3809efd522d8551b7cca45aa28eaa50abfe3f4a61fd8156a0d2cb62524
Universities,"$103,824.74",$138.00,University of Western Ontario,Professor,2001,c271c317545d11c9c59dad4c377d31d8cc275177fea1c57ac40d42db8f910735
Universities,"$100,149.38",$138.00,University of Western Ontario,Assistant Professor,2001,a873bd3635d382ae023f8904f07d178b34039e2773c3b7914733101184e37a5a
Universities,"$111,508.38",$138.00,University of Western Ontario,Professor,2001,dd9c997e40b3cb0e5862d780de6fd87ac1785c8401f18498b7a5b5940eeec293
Universities,"$102,289.68",$138.00,University of Western Ontario,Professor,2001,df9716841420d0bdbdb8b523d9653b6b999e12cbf27624741606c88b6605f0d7
Universities,"$181,054.32",$626.19,University of Windsor,Professor,2001,d6c8bc3bc918d131ffa4d18528444b87b5a65f5f0a56f884bb35027be3976fbc
Universities,"$129,978.48",$626.19,University of Windsor,Professor & Assoc. VP. Research,2001,a9bab610afbf623c549f8ac6453065b2f9d7d2c1e019ec6c23cc535389c1b3e6
Universities,"$106,413.97","$4,664.19",University of Windsor,Professor,2001,9386ff047d82ea0bee52f62fd1d9623398d7f223c53691a0ee4d41c94d23c9a4
Universities,"$110,197.44",$626.19,University of Windsor,Professor,2001,9e6f8e7753b8d8fa3696ffe94bcf31a118e6f40317acb3225c249b03dee8e53b
Universities,"$105,218.47",$626.19,University of Windsor,Associate Professor,2001,35453c198f9a5bfbc0a45e1a3458582544e3854175132b2a4fc75ea8a31832ca
Universities,"$106,319.49","$4,521.19",University of Windsor,Professor,2001,b7ecb77d7df83f9bebb32ae48d09293568ca93e25c727e7c31fbfba020ec6efa
Universities,"$104,461.12","$2,856.19",University of Windsor,Professor,2001,44df85e74ae5d24118282f47a75ac10cb4ce12c653908915b6eb78190f128cd4
Universities,"$108,791.04",$626.19,University of Windsor,"Asso. Exec. Dean, Fac. Grad. Stud. & Res.",2001,057e7967a2da67e0a45fb6cf7e8d6db0c74370bd4d3f3c13b8b70d3b5fc398c5
Universities,"$114,765.48",$626.19,University of Windsor,Professor,2001,564ceeda1ec8ea0dc059048a10e1dd2a99a14350b21d68dbcfdf4b89c7def5e5
Universities,"$114,765.48",$626.19,University of Windsor,Professor,2001,10d8cf525fc777e103901c0a4dcb8655fcee2b719d8ddf54dd739fdfa7484fe5
Universities,"$101,556.95","$3,439.39",University of Windsor,Professor,2001,6cbdb75b163951c8eb4e0eac232da0de757f981d908a06834bb865b6f494782e
Universities,"$124,008.92",$626.19,University of Windsor,Director Of Human Resources,2001,a397656b83d8d9ccd1de22242161c71ed3e57d9a00514b4890cf5e7ff5236cb0
Universities,"$122,768.96",$626.19,University of Windsor,"Prof. Dean, Fac. Grad. Studies.",2001,b35af1c3de929af6dbc738d837d3f44b4e81a41fc36fb9ff9582dd7adcd189c9
Universities,"$121,371.64",$626.19,University of Windsor,Professor-Dean Faculty of Science,2001,de806d65a3699cfc340f54ee80eaaef319c71415f47774c79e79b7545f4354f5
Universities,"$144,000.00","$3,802.77",University of Windsor,"Sr.Vice-President, External Affairs",2001,f2e19fa179ce2fd03bea0531a7923de76e3816b8ce8668ce747bed84ca1dc93c
Universities,"$107,936.99",$626.10,University of Windsor,Professor,2001,d221b7d5463abece14be351cc391a70d3622b1e16c2add156d4a1ecd59cdd344
Universities,"$104,761.92",$626.19,University of Windsor,Associate Prof. Admin. Dean / Registrar,2001,7b94c08192e20ee6034bedc70c9c6176e48fdd2b6c2e71c33b4ee0902dfcea9b
Universities,"$120,922.02",$626.19,University of Windsor,"Professor, Head, Biological Sciences AAU",2001,ab05359687ffc33fc9622c78d31b7bcd28d3cd0883cd546f17dc910bc0f0e9bf
Universities,"$131,855.20","$2,592.19",University of Windsor,Professor,2001,d519effd78bddd92e473a8e27da4ea03fc4b00acdbd956c5d11925024de48239
Universities,"$106,514.52","$1,704.99",University of Windsor,Director of Development,2001,a27bbbba1d4705ed447ef4aa30c2826489373e5a27fcb50dac9d53084b19d149
Universities,"$102,172.57",$626.19,University of Windsor,Associate Professor,2001,219ca3953b8dd32a8a40aeeae254365d7d98e4f298b9be238bfab94bb9fc9074
Universities,"$102,172.57",$626.19,University of Windsor,Professor,2001,e63f0edfd702a656d3b2b1d7179ceb63d7a2ba491662b19553f2741b122a4a31
Universities,"$112,656.97",$626.19,University of Windsor,Professor,2001,dc8b2cd019e0ce3a26d51940c4165416d4d93ba0bd774987d00617846e37565f
Universities,"$125,338.34",$626.19,University of Windsor,"Professor, Program Chair, Physics",2001,86c943aa1715ecd86b937e876196caedb73d33e07623396a6cee91b1dc6f92fc
Universities,"$104,509.54",$626.19,University of Windsor,"Assoc. Professor, Dean, Faculty of Nursing",2001,ee7d144a82fc63a1deca9284332647ccbae613c65c778f312ecc1df7edc8afbb
Universities,"$104,915.00",$626.19,University of Windsor,University Librarian,2001,1cefdde76c6da298c7939d02912e1d8bf43715fc37ee39eb9dd7e4c62216dee8
Universities,"$132,510.60",$626.19,University of Windsor,"Professor, Dean, Faculty of Law",2001,d08b787ff0ebb4b2931395c31debfc33492dc99b76823949ee87b2a916315d17
Universities,"$140,586.49",$626.19,University of Windsor,Professor,2001,38dce2de02bfee39a10af556c5b437c0b7d41acc420650a1d03647e78ac66cd2
Universities,"$129,746.99",$626.19,University of Windsor,Professor,2001,a8f3d14aec0e6a67725631c8877d06a4f99d5434bd69105a7e76982518cbb931
Universities,"$101,107.44",$626.19,University of Windsor,Professor,2001,35f45d889fbd1d1d6dc0820861c5da8b1f64db7bbc5edcdd74d163eb84f697bd
Universities,"$107,842.58","$2,856.19",University of Windsor,Professor,2001,f5b77fd10737ee1eb7e8b303f667b55a3ab1772b0664db2573f588a0b582b8f6
Universities,"$122,618.94","$2,664.19",University of Windsor,Professor,2001,c0495bf9c69753b4748d5fface463b4a6a9835dc6c7c7f2d0da34e10b988266e
Universities,"$158,841.00",$626.19,University of Windsor,"Professor, Vice President, Academic",2001,bd58f859c5b8547aa41737680ec1167819f0a7e671dd8d5bea3040d58d4c1580
Universities,"$101,147.50",$626.19,University of Windsor,Associate Professor,2001,083c909a163fbea03e10d4bf9a53bc128bd5d44756a56a01927d90722221491b
Universities,"$105,971.99",$607.32,University of Windsor,Associate Professor,2001,509e0acd222de6d33d93858a9aaa6108a0d51e1c7767debf4a0cccaee4b3cf2e
Universities,"$148,578.00","$3,635.19",University of Windsor,"Vice President, Administration & Finance",2001,a05655d86a7ea361ea88fba08783969439059d9c3c992dcf524e86ad86ea31f6
Universities,"$114,241.35",$626.19,University of Windsor,Prof. Director of Social Work,2001,5b6d13a608722c9e2531ced7e76c4ebcb06d8dd7ca0261a23b2e5d93d5446e9c
Universities,"$100,144.56","$3,892.69",University of Windsor,Professor,2001,e7f0de9cc4ccf594e7f8f7682d72daa3cb016cd870e644652b532dd5b0354b97
Universities,"$105,253.19",$626.19,University of Windsor,Associate Professor,2001,2564bfb176378b0dce94fc05d4172e0ea2ed04f7f09348dec16a092fe366d6dd
Universities,"$132,510.60",$626.19,University of Windsor,"Professor, Dean, Odette Sch. of Business",2001,b4abc29f5818da68ca8f4e3d796a5296a58fd210b11a4d9dd66c4cdbf0114a08
